19:07:01.619811 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:02.449367 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:03.452027 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:04.622817 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:04.840262 ARP, Request who-has 192.168.184.132 (Broadcast) tell 192.168.184.131, length 46
19:07:04.840945 ARP, Reply 192.168.184.132 is-at 00:0c:29:89:bb:aa (oui Unknown), length 46
19:07:05.040806 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:05.450558 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:06.043188 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:06.449101 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:07.043045 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:07.629265 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:07.756949 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:08.451242 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:08.760092 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:09.045196 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:09.451225 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:09.760228 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:10.046685 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:10.632524 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:10.761448 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:11.046675 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:11.452645 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:12.451937 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:13.047367 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:13.637385 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:14.045034 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:14.450992 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:15.046835 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:15.449035 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:16.643481 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:17.451972 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:18.049667 IP 192.168.184.131.52872 > 192.168.184.132.mysql: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:11:21.163916 IP 192.168.184.131.55678 > 192.168.184.132.8082: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.163947 IP 192.168.184.131.55678 > 192.168.184.132.5959: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.163952 IP 192.168.184.131.55678 > 192.168.184.132.6689: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.163968 IP 192.168.184.131.55678 > 192.168.184.132.8001: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.163992 IP 192.168.184.131.55678 > 192.168.184.132.1717: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.163997 IP 192.168.184.131.55678 > 192.168.184.132.3301: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164024 IP 192.168.184.131.55678 > 192.168.184.132.2103: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164029 IP 192.168.184.131.55678 > 192.168.184.132.5915: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164060 IP 192.168.184.131.55678 > 192.168.184.132.1050: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164064 IP 192.168.184.131.55678 > 192.168.184.132.1600: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164080 IP 192.168.184.131.55678 > 192.168.184.132.isakmp: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164100 IP 192.168.184.131.55678 > 192.168.184.132.9900: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164104 IP 192.168.184.131.55678 > 192.168.184.132.34572: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164120 IP 192.168.184.131.55678 > 192.168.184.132.3827: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164124 IP 192.168.184.131.55678 > 192.168.184.132.3017: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164163 IP 192.168.184.131.55678 > 192.168.184.132.4111: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164184 IP 192.168.184.131.55678 > 192.168.184.132.4002: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164189 IP 192.168.184.131.55678 > 192.168.184.132.6389: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164204 IP 192.168.184.131.55678 > 192.168.184.132.6901: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164225 IP 192.168.184.131.55678 > 192.168.184.132.2383: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164231 IP 192.168.184.131.55678 > 192.168.184.132.bpjava-msvc: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164247 IP 192.168.184.131.55678 > 192.168.184.132.81: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.164287 IP 192.168.184.132.9011 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164292 IP 192.168.184.132.49157 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164345 IP 192.168.184.132.2968 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164350 IP 192.168.184.132.8701 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164379 IP 192.168.184.132.57797 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164386 IP 192.168.184.132.bpcd > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164402 IP 192.168.184.132.8800 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164406 IP 192.168.184.132.3918 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164421 IP 192.168.184.132.1082 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164425 IP 192.168.184.132.1164 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164441 IP 192.168.184.132.41511 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164445 IP 192.168.184.132.9110 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164460 IP 192.168.184.132.9917 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164464 IP 192.168.184.132.ospfapi > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164480 IP 192.168.184.132.212 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164484 IP 192.168.184.132.32 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164518 IP 192.168.184.132.1971 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164523 IP 192.168.184.132.8654 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164539 IP 192.168.184.132.9535 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164543 IP 192.168.184.132.211 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164558 IP 192.168.184.132.1096 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164563 IP 192.168.184.132.4662 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164578 IP 192.168.184.132.1296 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164582 IP 192.168.184.132.42510 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164597 IP 192.168.184.132.sip-tls > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164601 IP 192.168.184.132.7019 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164616 IP 192.168.184.132.4449 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164620 IP 192.168.184.132.280 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164635 IP 192.168.184.132.8082 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164682 IP 192.168.184.132.5959 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164687 IP 192.168.184.132.6689 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164705 IP 192.168.184.132.8001 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164709 IP 192.168.184.132.1717 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164724 IP 192.168.184.132.3301 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164729 IP 192.168.184.132.2103 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164889 IP 192.168.184.132.5915 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164899 IP 192.168.184.132.1050 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164964 IP 192.168.184.132.1600 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164968 IP 192.168.184.132.isakmp > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164984 IP 192.168.184.132.9900 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.164989 IP 192.168.184.132.34572 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.165024 IP 192.168.184.132.3827 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.165029 IP 192.168.184.132.3017 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.165045 IP 192.168.184.132.4111 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.165049 IP 192.168.184.132.4002 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.165064 IP 192.168.184.132.6389 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.165068 IP 192.168.184.132.6901 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.165083 IP 192.168.184.132.2383 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.165088 IP 192.168.184.132.bpjava-msvc > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.165103 IP 192.168.184.132.81 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167095 IP 192.168.184.131.55678 > 192.168.184.132.1755: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167173 IP 192.168.184.131.55678 > 192.168.184.132.82: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167196 IP 192.168.184.131.55678 > 192.168.184.132.1213: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167201 IP 192.168.184.131.55678 > 192.168.184.132.2160: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167228 IP 192.168.184.131.55678 > 192.168.184.132.2008: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167233 IP 192.168.184.131.55678 > 192.168.184.132.5003: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167249 IP 192.168.184.131.55678 > 192.168.184.132.amandaidx: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167269 IP 192.168.184.131.55678 > 192.168.184.132.1641: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167273 IP 192.168.184.131.55678 > 192.168.184.132.3869: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167289 IP 192.168.184.131.55678 > 192.168.184.132.50000: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167308 IP 192.168.184.131.55678 > 192.168.184.132.49165: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167313 IP 192.168.184.131.55678 > 192.168.184.132.bacula-sd: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167328 IP 192.168.184.131.55678 > 192.168.184.132.30718: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167348 IP 192.168.184.131.55678 > 192.168.184.132.5952: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167353 IP 192.168.184.131.55678 > 192.168.184.132.90: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167368 IP 192.168.184.131.55678 > 192.168.184.132.555: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167394 IP 192.168.184.131.55678 > 192.168.184.132.9290: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167398 IP 192.168.184.131.55678 > 192.168.184.132.700: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167425 IP 192.168.184.131.55678 > 192.168.184.132.1054: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167430 IP 192.168.184.131.55678 > 192.168.184.132.843: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167445 IP 192.168.184.131.55678 > 192.168.184.132.1105: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167450 IP 192.168.184.131.55678 > 192.168.184.132.57294: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167475 IP 192.168.184.131.55678 > 192.168.184.132.omniorb: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167480 IP 192.168.184.131.55678 > 192.168.184.132.5961: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167525 IP 192.168.184.131.55678 > 192.168.184.132.7443: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167546 IP 192.168.184.131.55678 > 192.168.184.132.58080: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167551 IP 192.168.184.131.55678 > 192.168.184.132.3011: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167567 IP 192.168.184.131.55678 > 192.168.184.132.45100: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167590 IP 192.168.184.131.55678 > 192.168.184.132.301: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167595 IP 192.168.184.131.55678 > 192.168.184.132.webster: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167624 IP 192.168.184.131.55678 > 192.168.184.132.497: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167629 IP 192.168.184.131.55678 > 192.168.184.132.61532: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167665 IP 192.168.184.131.55678 > 192.168.184.132.telnets: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167671 IP 192.168.184.131.55678 > 192.168.184.132.1104: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167698 IP 192.168.184.131.55678 > 192.168.184.132.3920: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167703 IP 192.168.184.131.55678 > 192.168.184.132.1060: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.167746 IP 192.168.184.132.1755 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167752 IP 192.168.184.132.82 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167772 IP 192.168.184.132.1213 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167777 IP 192.168.184.132.2160 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167807 IP 192.168.184.132.2008 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167812 IP 192.168.184.132.5003 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167828 IP 192.168.184.132.amandaidx > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167832 IP 192.168.184.132.1641 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167847 IP 192.168.184.132.3869 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167852 IP 192.168.184.132.50000 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167868 IP 192.168.184.132.49165 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167872 IP 192.168.184.132.bacula-sd > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167887 IP 192.168.184.132.30718 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167891 IP 192.168.184.132.5952 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167907 IP 192.168.184.132.90 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167931 IP 192.168.184.132.555 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167938 IP 192.168.184.132.9290 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167953 IP 192.168.184.132.700 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167958 IP 192.168.184.132.1054 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167972 IP 192.168.184.132.843 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167977 IP 192.168.184.132.1105 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.167994 IP 192.168.184.132.57294 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168010 IP 192.168.184.131.55678 > 192.168.184.132.6101: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168014 IP 192.168.184.131.55678 > 192.168.184.132.44176: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168032 IP 192.168.184.131.55678 > 192.168.184.132.1126: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168036 IP 192.168.184.131.55678 > 192.168.184.132.3077: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168066 IP 192.168.184.131.55678 > 192.168.184.132.3128: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168072 IP 192.168.184.131.55678 > 192.168.184.132.2099: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168111 IP 192.168.184.131.55678 > 192.168.184.132.1998: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168116 IP 192.168.184.131.55678 > 192.168.184.132.32782: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168131 IP 192.168.184.131.55678 > 192.168.184.132.9943: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168151 IP 192.168.184.131.55678 > 192.168.184.132.2557: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168156 IP 192.168.184.131.55678 > 192.168.184.132.2725: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168197 IP 192.168.184.132.omniorb > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168202 IP 192.168.184.132.5961 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168219 IP 192.168.184.132.7443 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168223 IP 192.168.184.132.58080 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168239 IP 192.168.184.132.3011 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168243 IP 192.168.184.132.45100 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168276 IP 192.168.184.132.301 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168281 IP 192.168.184.132.webster > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168296 IP 192.168.184.132.497 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168301 IP 192.168.184.132.61532 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168316 IP 192.168.184.132.telnets > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168320 IP 192.168.184.132.1104 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168335 IP 192.168.184.132.3920 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168350 IP 192.168.184.131.55678 > 192.168.184.132.16992: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168354 IP 192.168.184.131.55678 > 192.168.184.132.1027: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168370 IP 192.168.184.131.55678 > 192.168.184.132.10616: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.168848 IP 192.168.184.132.1060 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168855 IP 192.168.184.132.6101 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168880 IP 192.168.184.132.44176 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168884 IP 192.168.184.132.1126 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168901 IP 192.168.184.132.3077 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168905 IP 192.168.184.132.3128 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168920 IP 192.168.184.132.2099 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168924 IP 192.168.184.132.1998 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168940 IP 192.168.184.132.32782 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168944 IP 192.168.184.132.9943 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168958 IP 192.168.184.132.2557 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168963 IP 192.168.184.132.2725 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168977 IP 192.168.184.132.16992 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.168981 IP 192.168.184.132.1027 > 192.168.184.131.55678: Flags [R.], seq 0, ack 833216915, win 0, length 0
19:11:21.171494 IP 192.168.184.131.55678 > 192.168.184.132.8008: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171503 IP 192.168.184.131.55678 > 192.168.184.132.25735: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171565 IP 192.168.184.131.55678 > 192.168.184.132.5566: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171570 IP 192.168.184.131.55678 > 192.168.184.132.3945: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171599 IP 192.168.184.131.55678 > 192.168.184.132.1131: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171604 IP 192.168.184.131.55678 > 192.168.184.132.6: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171620 IP 192.168.184.131.55678 > 192.168.184.132.1461: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171639 IP 192.168.184.131.55678 > 192.168.184.132.49161: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171644 IP 192.168.184.131.55678 > 192.168.184.132.1334: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171671 IP 192.168.184.131.55678 > 192.168.184.132.1039: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171676 IP 192.168.184.131.55678 > 192.168.184.132.19283: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171691 IP 192.168.184.131.55678 > 192.168.184.132.800: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171695 IP 192.168.184.131.55678 > 192.168.184.132.1132: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171722 IP 192.168.184.131.55678 > 192.168.184.132.6009: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171727 IP 192.168.184.131.55678 > 192.168.184.132.3370: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171755 IP 192.168.184.131.55678 > 192.168.184.132.imsp: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171762 IP 192.168.184.131.55678 > 192.168.184.132.4000: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171789 IP 192.168.184.131.55678 > 192.168.184.132.5989: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171793 IP 192.168.184.131.55678 > 192.168.184.132.1035: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171808 IP 192.168.184.131.55678 > 192.168.184.132.22939: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171832 IP 192.168.184.131.55678 > 192.168.184.132.1028: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171837 IP 192.168.184.131.55678 > 192.168.184.132.nntps: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171853 IP 192.168.184.131.55678 > 192.168.184.132.5226: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171857 IP 192.168.184.131.55678 > 192.168.184.132.19801: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
19:11:21.171872 IP 192.168.184.131.55678 > 192.168.184.132.1091: Flags [FPU], seq 833216914, win 1024, urg 0, length 0
