19:12:13.207477 ARP, Request who-has 192.168.184.132 (Broadcast) tell 192.168.184.131, length 46
19:12:13.208242 ARP, Reply 192.168.184.132 is-at 00:0c:29:89:bb:aa (oui Unknown), length 46
19:12:13.410242 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:14.408118 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:15.410108 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:17.412486 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:18.414511 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:19.412617 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:21.414260 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:22.414352 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:23.414382 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:12:26.415309 IP 192.168.184.131.55457 > 192.168.184.132.telnet: Flags [S], seq 2900692532, win 1024, options [mss 1460], length 0
19:22:16.672664 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:22:16.809305 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:22:17.449887 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:22:17.809334 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:22:18.451410 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:22:19.813414 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:22:20.815109 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:22:21.812485 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:22:24.817265 IP 192.168.184.131.62595 > 192.168.184.132.auth: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:24.817286 IP 192.168.184.131.62595 > 192.168.184.132.telnet: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:24.817289 IP 192.168.184.131.62595 > 192.168.184.132.submission: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:24.817291 IP 192.168.184.131.62595 > 192.168.184.132.ssh: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:24.817331 IP 192.168.184.131.62595 > 192.168.184.132.1720: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:24.817336 IP 192.168.184.131.62595 > 192.168.184.132.256: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:24.817371 IP 192.168.184.131.62595 > 192.168.184.132.1723: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:24.817604 IP 192.168.184.131.62595 > 192.168.184.132.1025: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:24.817625 IP 192.168.184.131.62595 > 192.168.184.132.imaps: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:24.817642 IP 192.168.184.131.62595 > 192.168.184.132.domain: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:24.817882 IP 192.168.184.132.auth > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:24.818036 IP 192.168.184.132.1025 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:24.818074 IP 192.168.184.132.imaps > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:24.818092 IP 192.168.184.132.domain > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:24.818120 IP 192.168.184.132.telnet > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:24.818148 IP 192.168.184.132.submission > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:24.818164 IP 192.168.184.132.ssh > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:24.818191 IP 192.168.184.132.1720 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:24.818219 IP 192.168.184.132.256 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:24.818235 IP 192.168.184.132.1723 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.920971 IP 192.168.184.131.62596 > 192.168.184.132.domain: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:25.921072 IP 192.168.184.131.62596 > 192.168.184.132.imaps: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:25.921102 IP 192.168.184.131.62596 > 192.168.184.132.1025: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:25.921120 IP 192.168.184.131.62596 > 192.168.184.132.1723: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:25.921147 IP 192.168.184.131.62596 > 192.168.184.132.256: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:25.921174 IP 192.168.184.131.62596 > 192.168.184.132.1720: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:25.921191 IP 192.168.184.131.62596 > 192.168.184.132.ssh: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:25.921218 IP 192.168.184.131.62596 > 192.168.184.132.submission: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:25.921245 IP 192.168.184.131.62596 > 192.168.184.132.telnet: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:25.921283 IP 192.168.184.131.62595 > 192.168.184.132.http-alt: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.921315 IP 192.168.184.131.62595 > 192.168.184.132.8888: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.921332 IP 192.168.184.131.62595 > 192.168.184.132.ftp: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.921359 IP 192.168.184.131.62595 > 192.168.184.132.loc-srv: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.921388 IP 192.168.184.131.62595 > 192.168.184.132.3389: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.921405 IP 192.168.184.131.62595 > 192.168.184.132.pop3s: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.921434 IP 192.168.184.131.62595 > 192.168.184.132.https: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.921465 IP 192.168.184.131.62595 > 192.168.184.132.http: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.921495 IP 192.168.184.131.62595 > 192.168.184.132.mysql: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.921545 IP 192.168.184.132.domain > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:25.921569 IP 192.168.184.132.imaps > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:25.921598 IP 192.168.184.132.1025 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:25.921626 IP 192.168.184.132.1723 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:25.921642 IP 192.168.184.132.256 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:25.921669 IP 192.168.184.132.1720 > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:25.921705 IP 192.168.184.132.ssh > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:25.921744 IP 192.168.184.132.submission > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:25.921772 IP 192.168.184.132.telnet > 192.168.184.131.62596: Flags [R.], seq 0, ack 232601848, win 0, length 0
19:22:25.921799 IP 192.168.184.132.http-alt > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.921815 IP 192.168.184.132.8888 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.921842 IP 192.168.184.132.ftp > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.921869 IP 192.168.184.132.loc-srv > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.921886 IP 192.168.184.132.3389 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.921912 IP 192.168.184.132.pop3s > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.921939 IP 192.168.184.132.https > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.921970 IP 192.168.184.132.http > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.922013 IP 192.168.184.131.62595 > 192.168.184.132.5900: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.922033 IP 192.168.184.131.62595 > 192.168.184.132.imap2: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.922049 IP 192.168.184.131.62595 > 192.168.184.132.pop3: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.922076 IP 192.168.184.132.mysql > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.922167 IP 192.168.184.132.5900 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.922202 IP 192.168.184.132.imap2 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.922220 IP 192.168.184.132.pop3 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.924875 IP 192.168.184.131.62595 > 192.168.184.132.microsoft-ds: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.924973 IP 192.168.184.131.62595 > 192.168.184.132.smux: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925004 IP 192.168.184.131.62595 > 192.168.184.132.netbios-ssn: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925022 IP 192.168.184.131.62595 > 192.168.184.132.smtp: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925048 IP 192.168.184.131.62595 > 192.168.184.132.rtsp: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925076 IP 192.168.184.131.62595 > 192.168.184.132.sunrpc: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925093 IP 192.168.184.131.62595 > 192.168.184.132.14000: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925121 IP 192.168.184.131.62595 > 192.168.184.132.56738: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925152 IP 192.168.184.131.62595 > 192.168.184.132.8022: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925179 IP 192.168.184.131.62595 > 192.168.184.132.9666: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925225 IP 192.168.184.132.microsoft-ds > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925257 IP 192.168.184.132.smux > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925286 IP 192.168.184.132.netbios-ssn > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925302 IP 192.168.184.132.smtp > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925328 IP 192.168.184.131.62595 > 192.168.184.132.5822: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925349 IP 192.168.184.131.62595 > 192.168.184.132.5925: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925377 IP 192.168.184.131.62595 > 192.168.184.132.3889: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925419 IP 192.168.184.132.rtsp > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925450 IP 192.168.184.132.sunrpc > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925478 IP 192.168.184.132.14000 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925497 IP 192.168.184.132.56738 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925524 IP 192.168.184.132.8022 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925551 IP 192.168.184.132.9666 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925578 IP 192.168.184.131.62595 > 192.168.184.132.1218: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925609 IP 192.168.184.131.62595 > 192.168.184.132.6788: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925626 IP 192.168.184.131.62595 > 192.168.184.132.2910: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925655 IP 192.168.184.131.62595 > 192.168.184.132.8222: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925682 IP 192.168.184.131.62595 > 192.168.184.132.57797: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925699 IP 192.168.184.131.62595 > 192.168.184.132.20222: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925725 IP 192.168.184.131.62595 > 192.168.184.132.1148: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925754 IP 192.168.184.131.62595 > 192.168.184.132.1049: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925781 IP 192.168.184.131.62595 > 192.168.184.132.1105: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.925825 IP 192.168.184.132.5822 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925857 IP 192.168.184.132.5925 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925873 IP 192.168.184.132.3889 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925901 IP 192.168.184.132.1218 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925929 IP 192.168.184.132.6788 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925956 IP 192.168.184.132.2910 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925972 IP 192.168.184.132.8222 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.925998 IP 192.168.184.132.57797 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.926026 IP 192.168.184.132.20222 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.926068 IP 192.168.184.131.62595 > 192.168.184.132.720: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.926100 IP 192.168.184.131.62595 > 192.168.184.132.9998: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.926117 IP 192.168.184.131.62595 > 192.168.184.132.afs3-prserver: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.926146 IP 192.168.184.131.62595 > 192.168.184.132.9080: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.926163 IP 192.168.184.131.62595 > 192.168.184.132.2525: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.926179 IP 192.168.184.131.62595 > 192.168.184.132.125: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:25.926205 IP 192.168.184.132.1148 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.926286 IP 192.168.184.132.1049 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.926303 IP 192.168.184.132.1105 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.926330 IP 192.168.184.132.720 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.926357 IP 192.168.184.132.9998 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.926373 IP 192.168.184.132.afs3-prserver > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.926400 IP 192.168.184.132.9080 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.926427 IP 192.168.184.132.2525 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:25.926443 IP 192.168.184.132.125 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.022926 IP 192.168.184.131.62595 > 192.168.184.132.4567: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023017 IP 192.168.184.131.62595 > 192.168.184.132.10025: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023051 IP 192.168.184.131.62595 > 192.168.184.132.6565: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023069 IP 192.168.184.131.62595 > 192.168.184.132.1055: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023086 IP 192.168.184.131.62595 > 192.168.184.132.1002: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023139 IP 192.168.184.131.62595 > 192.168.184.132.5631: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023160 IP 192.168.184.131.62595 > 192.168.184.132.2399: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023200 IP 192.168.184.132.4567 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023228 IP 192.168.184.131.62595 > 192.168.184.132.1247: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023248 IP 192.168.184.131.62595 > 192.168.184.132.gnutella-svc: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023276 IP 192.168.184.131.62595 > 192.168.184.132.52822: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023296 IP 192.168.184.131.62595 > 192.168.184.132.1494: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023323 IP 192.168.184.132.10025 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023355 IP 192.168.184.132.6565 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023372 IP 192.168.184.132.1055 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023399 IP 192.168.184.131.62595 > 192.168.184.132.15004: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023421 IP 192.168.184.131.62595 > 192.168.184.132.2909: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023438 IP 192.168.184.131.62595 > 192.168.184.132.1700: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023464 IP 192.168.184.132.1002 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023495 IP 192.168.184.132.5631 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023514 IP 192.168.184.132.2399 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023540 IP 192.168.184.131.62595 > 192.168.184.132.4449: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023560 IP 192.168.184.131.62595 > 192.168.184.132.1761: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023577 IP 192.168.184.131.62595 > 192.168.184.132.5800: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023602 IP 192.168.184.132.1247 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023633 IP 192.168.184.132.gnutella-svc > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023659 IP 192.168.184.131.62595 > 192.168.184.132.264: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023680 IP 192.168.184.131.62595 > 192.168.184.132.4848: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023721 IP 192.168.184.132.52822 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023739 IP 192.168.184.132.1494 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023767 IP 192.168.184.131.62595 > 192.168.184.132.19842: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023799 IP 192.168.184.131.62595 > 192.168.184.132.4111: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023816 IP 192.168.184.131.62595 > 192.168.184.132.1121: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023832 IP 192.168.184.131.62595 > 192.168.184.132.44442: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023857 IP 192.168.184.132.15004 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023877 IP 192.168.184.132.2909 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023905 IP 192.168.184.131.62595 > 192.168.184.132.4005: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023928 IP 192.168.184.131.62595 > 192.168.184.132.5911: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.023954 IP 192.168.184.132.1700 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.023974 IP 192.168.184.132.4449 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024002 IP 192.168.184.131.62595 > 192.168.184.132.7999: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.024034 IP 192.168.184.131.62595 > 192.168.184.132.5850: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.024051 IP 192.168.184.131.62595 > 192.168.184.132.9877: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.024077 IP 192.168.184.132.1761 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024096 IP 192.168.184.132.5800 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024127 IP 192.168.184.132.264 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024143 IP 192.168.184.132.4848 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024185 IP 192.168.184.131.62595 > 192.168.184.132.2001: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.024204 IP 192.168.184.131.62595 > 192.168.184.132.16993: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.024222 IP 192.168.184.131.62595 > 192.168.184.132.16012: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.024250 IP 192.168.184.131.62595 > 192.168.184.132.9011: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.024267 IP 192.168.184.131.62595 > 192.168.184.132.45100: Flags [FPU], seq 232536310, win 1024, urg 0, length 0
19:22:26.024296 IP 192.168.184.132.19842 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024351 IP 192.168.184.132.4111 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024367 IP 192.168.184.132.1121 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024396 IP 192.168.184.132.44442 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024412 IP 192.168.184.132.4005 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024428 IP 192.168.184.132.5911 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024475 IP 192.168.184.132.7999 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024496 IP 192.168.184.132.5850 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024545 IP 192.168.184.132.9877 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024563 IP 192.168.184.132.2001 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024614 IP 192.168.184.132.16993 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024640 IP 192.168.184.132.16012 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024670 IP 192.168.184.132.9011 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.024688 IP 192.168.184.132.45100 > 192.168.184.131.62595: Flags [R.], seq 0, ack 232536311, win 0, length 0
19:22:26.124384 IP 192.168.184.131.62596 > 192.168.184.132.16993: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124447 IP 192.168.184.131.62596 > 192.168.184.132.2001: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124481 IP 192.168.184.131.62596 > 192.168.184.132.9877: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124499 IP 192.168.184.131.62596 > 192.168.184.132.5850: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124530 IP 192.168.184.131.62596 > 192.168.184.132.7999: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124558 IP 192.168.184.131.62596 > 192.168.184.132.5911: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124590 IP 192.168.184.131.62596 > 192.168.184.132.4005: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124608 IP 192.168.184.131.62596 > 192.168.184.132.44442: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124641 IP 192.168.184.131.62596 > 192.168.184.132.1121: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124667 IP 192.168.184.131.62596 > 192.168.184.132.4111: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124697 IP 192.168.184.131.62596 > 192.168.184.132.19842: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124714 IP 192.168.184.131.62596 > 192.168.184.132.4848: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124744 IP 192.168.184.131.62596 > 192.168.184.132.264: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124772 IP 192.168.184.131.62596 > 192.168.184.132.5800: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124810 IP 192.168.184.131.62596 > 192.168.184.132.1761: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124849 IP 192.168.184.131.62596 > 192.168.184.132.4449: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124885 IP 192.168.184.131.62596 > 192.168.184.132.1700: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124923 IP 192.168.184.131.62596 > 192.168.184.132.2909: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
19:22:26.124952 IP 192.168.184.131.62596 > 192.168.184.132.15004: Flags [FPU], seq 232601847, win 1024, urg 0, length 0
